census_tract_number,state,county,tract_type,acs_data_source
13089023504,Georgia,DeKalb,Low-Income Community,2011-2015
13089023700,Georgia,DeKalb,Low-Income Community,2011-2015
13091960200,Georgia,Dodge,Low-Income Community,2011-2015
13093970100,Georgia,Dooly,Low-Income Community,2011-2015
13093970300,Georgia,Dooly,Low-Income Community,2011-2015
13095000200,Georgia,Dougherty,Low-Income Community,2011-2015
13095000800,Georgia,Dougherty,Low-Income Community,2011-2015
13095001000,Georgia,Dougherty,Low-Income Community,2011-2015
13095001100,Georgia,Dougherty,Low-Income Community,2011-2015
13095001403,Georgia,Dougherty,Low-Income Community,2011-2015
13095001500,Georgia,Dougherty,Low-Income Community,2011-2015
13095010302,Georgia,Dougherty,Low-Income Community,2011-2015
13095010601,Georgia,Dougherty,Low-Income Community,2011-2015
13095010700,Georgia,Dougherty,Low-Income Community,2011-2015
13095011400,Georgia,Dougherty,Low-Income Community,2011-2015
13097080201,Georgia,Douglas,Low-Income Community,2011-2015
13097080202,Georgia,Douglas,Low-Income Community,2011-2015
13099090400,Georgia,Early,Low-Income Community,2011-2015
13099090500,Georgia,Early,Low-Income Community,2011-2015
13101880100,Georgia,Echols,Low-Income Community,2011-2015
13105000400,Georgia,Elbert,Low-Income Community,2011-2015
13107970100,Georgia,Emanuel,Low-Income Community,2011-2015
13107970300,Georgia,Emanuel,Low-Income Community,2011-2015
13107970400,Georgia,Emanuel,Low-Income Community,2011-2015
13107970600,Georgia,Emanuel,Low-Income Community,2011-2015
13109970300,Georgia,Evans,Low-Income Community,2011-2015
13115001100,Georgia,Floyd,Low-Income Community,2011-2015
13115001600,Georgia,Floyd,Low-Income Community,2011-2015
13121002500,Georgia,Fulton,Low-Income Community,2011-2015
13121002600,Georgia,Fulton,Low-Income Community,2011-2015
13121004200,Georgia,Fulton,Low-Income Community,2011-2015
13121004300,Georgia,Fulton,Low-Income Community,2011-2015
13121005502,Georgia,Fulton,Low-Income Community,2011-2015
13121006300,Georgia,Fulton,Low-Income Community,2011-2015
13121006400,Georgia,Fulton,Low-Income Community,2011-2015
13121006601,Georgia,Fulton,Low-Income Community,2011-2015
13121007200,Georgia,Fulton,Low-Income Community,2011-2015
13121007400,Georgia,Fulton,Low-Income Community,2011-2015
13121007500,Georgia,Fulton,Low-Income Community,2011-2015
13121007602,Georgia,Fulton,Low-Income Community,2011-2015
13121007603,Georgia,Fulton,Low-Income Community,2011-2015
13121007704,Georgia,Fulton,Low-Income Community,2011-2015
13121007705,Georgia,Fulton,Low-Income Community,2011-2015
13121007807,Georgia,Fulton,Low-Income Community,2011-2015
13121008000,Georgia,Fulton,Low-Income Community,2011-2015
13121008102,Georgia,Fulton,Low-Income Community,2011-2015
13121008201,Georgia,Fulton,Low-Income Community,2011-2015
13121008400,Georgia,Fulton,Low-Income Community,2011-2015
13121008500,Georgia,Fulton,Low-Income Community,2011-2015
13121008601,Georgia,Fulton,Low-Income Community,2011-2015
13121010603,Georgia,Fulton,Low-Income Community,2011-2015
13121011000,Georgia,Fulton,Low-Income Community,2011-2015
13121011800,Georgia,Fulton,Low-Income Community,2011-2015
13121011900,Georgia,Fulton,Low-Income Community,2011-2015
13121012000,Georgia,Fulton,Low-Income Community,2011-2015
13123080300,Georgia,Gilmer,Low-Income Community,2011-2015
13127000504,Georgia,Glynn,Low-Income Community,2011-2015
13127000700,Georgia,Glynn,Low-Income Community,2011-2015
13127000800,Georgia,Glynn,Low-Income Community,2011-2015
13131950300,Georgia,Grady,Low-Income Community,2011-2015
13131950500,Georgia,Grady,Low-Income Community,2011-2015
13133950200,Georgia,Greene,Low-Income Community,2011-2015
13133950303,Georgia,Greene,Low-Income Community,2011-2015
13135050306,Georgia,Gwinnett,Low-Income Community,2011-2015
13135050319,Georgia,Gwinnett,Low-Income Community,2011-2015
13135050320,Georgia,Gwinnett,Low-Income Community,2011-2015
13139000800,Georgia,Hall,Low-Income Community,2011-2015
13139001003,Georgia,Hall,Low-Income Community,2011-2015
13139001101,Georgia,Hall,Low-Income Community,2011-2015
13141480400,Georgia,Hancock,Low-Income Community,2011-2015
13163960300,Georgia,Jefferson,Low-Income Community,2011-2015
13163960400,Georgia,Jefferson,Low-Income Community,2011-2015
13165960100,Georgia,Jenkins,Low-Income Community,2011-2015
13175950300,Georgia,Laurens,Low-Income Community,2011-2015
13175950400,Georgia,Laurens,Low-Income Community,2011-2015
13175950800,Georgia,Laurens,Low-Income Community,2011-2015
13175950900,Georgia,Laurens,Low-Income Community,2011-2015
13181970100,Georgia,Lincoln,Low-Income Community,2011-2015
13185010500,Georgia,Lowndes,Low-Income Community,2011-2015
13185010800,Georgia,Lowndes,Low-Income Community,2011-2015
13185010900,Georgia,Lowndes,Low-Income Community,2011-2015
13185011000,Georgia,Lowndes,Low-Income Community,2011-2015
13185011301,Georgia,Lowndes,Low-Income Community,2011-2015
13185011302,Georgia,Lowndes,Low-Income Community,2011-2015
13189950200,Georgia,McDuffie,Low-Income Community,2011-2015
13189950400,Georgia,McDuffie,Low-Income Community,2011-2015
13193000300,Georgia,Macon,Low-Income Community,2011-2015
13193000400,Georgia,Macon,Low-Income Community,2011-2015
13201950100,Georgia,Miller,Low-Income Community,2011-2015
13201950200,Georgia,Miller,Low-Income Community,2011-2015
13205090100,Georgia,Mitchell,Low-Income Community,2011-2015
13205090200,Georgia,Mitchell,Low-Income Community,2011-2015
13205090300,Georgia,Mitchell,Low-Income Community,2011-2015
13215000300,Georgia,Muscogee,Low-Income Community,2011-2015
13215001400,Georgia,Muscogee,Low-Income Community,2011-2015
13215001600,Georgia,Muscogee,Low-Income Community,2011-2015
13215001800,Georgia,Muscogee,Low-Income Community,2011-2015
13215002200,Georgia,Muscogee,Low-Income Community,2011-2015
13215002500,Georgia,Muscogee,Low-Income Community,2011-2015
13215002700,Georgia,Muscogee,Low-Income Community,2011-2015
13215002800,Georgia,Muscogee,Low-Income Community,2011-2015
13215002902,Georgia,Muscogee,Low-Income Community,2011-2015
13215003000,Georgia,Muscogee,Low-Income Community,2011-2015
13215003200,Georgia,Muscogee,Low-Income Community,2011-2015
13215003302,Georgia,Muscogee,Low-Income Community,2011-2015
13215003400,Georgia,Muscogee,Low-Income Community,2011-2015
13215011100,Georgia,Muscogee,Low-Income Community,2011-2015
13215011200,Georgia,Muscogee,Low-Income Community,2011-2015
13215011400,Georgia,Muscogee,Low-Income Community,2011-2015
13217100700,Georgia,Newton,Low-Income Community,2011-2015
13225040200,Georgia,Peach,Low-Income Community,2011-2015
13225040302,Georgia,Peach,Low-Income Community,2011-2015
13225040400,Georgia,Peach,Low-Income Community,2011-2015
13229960300,Georgia,Pierce,Low-Income Community,2011-2015
13233010400,Georgia,Polk,Low-Income Community,2011-2015
13243790200,Georgia,Randolph,Low-Income Community,2011-2015
13245000200,Georgia,Richmond,Low-Income Community,2011-2015
13245000300,Georgia,Richmond,Low-Income Community,2011-2015
13245000600,Georgia,Richmond,Low-Income Community,2011-2015
13245000700,Georgia,Richmond,Low-Income Community,2011-2015
13245000900,Georgia,Richmond,Low-Income Community,2011-2015
13245001000,Georgia,Richmond,Low-Income Community,2011-2015
13245001400,Georgia,Richmond,Low-Income Community,2011-2015
13245001500,Georgia,Richmond,Low-Income Community,2011-2015
13245010400,Georgia,Richmond,Low-Income Community,2011-2015
13245010504,Georgia,Richmond,Low-Income Community,2011-2015
13245010600,Georgia,Richmond,Low-Income Community,2011-2015
13245010710,Georgia,Richmond,Low-Income Community,2011-2015
13245011000,Georgia,Richmond,Low-Income Community,2011-2015
13251970400,Georgia,Screven,Low-Income Community,2011-2015
13255160300,Georgia,Spalding,Low-Income Community,2011-2015
13255160400,Georgia,Spalding,Low-Income Community,2011-2015
13255160700,Georgia,Spalding,Low-Income Community,2011-2015
13255160800,Georgia,Spalding,Low-Income Community,2011-2015
13255160900,Georgia,Spalding,Low-Income Community,2011-2015
13259950100,Georgia,Stewart,Low-Income Community,2011-2015
13259950400,Georgia,Stewart,Low-Income Community,2011-2015
13261950200,Georgia,Sumter,Low-Income Community,2011-2015
13261950300,Georgia,Sumter,Low-Income Community,2011-2015
13261950600,Georgia,Sumter,Low-Income Community,2011-2015
13261950700,Georgia,Sumter,Low-Income Community,2011-2015
13265010200,Georgia,Taliaferro,Low-Income Community,2011-2015
13267950201,Georgia,Tattnall,Low-Income Community,2011-2015
13267950202,Georgia,Tattnall,Low-Income Community,2011-2015
13269950300,Georgia,Taylor,Low-Income Community,2011-2015
13271950100,Georgia,Telfair,Low-Income Community,2011-2015
13273120300,Georgia,Terrell,Low-Income Community,2011-2015
13273120400,Georgia,Terrell,Low-Income Community,2011-2015
13275960100,Georgia,Thomas,Low-Income Community,2011-2015
13275960700,Georgia,Thomas,Low-Income Community,2011-2015
13277960600,Georgia,Tift,Low-Income Community,2011-2015
13277960700,Georgia,Tift,Low-Income Community,2011-2015
13277960800,Georgia,Tift,Low-Income Community,2011-2015
13279970100,Georgia,Toombs,Low-Income Community,2011-2015
13285960501,Georgia,Troup,Low-Income Community,2011-2015
13285960600,Georgia,Troup,Low-Income Community,2011-2015
13285960800,Georgia,Troup,Low-Income Community,2011-2015
13285960901,Georgia,Troup,Low-Income Community,2011-2015
13293010201,Georgia,Upson,Low-Income Community,2011-2015
13293010500,Georgia,Upson,Low-Income Community,2011-2015
13295020200,Georgia,Walker,Low-Income Community,2011-2015
13297110400,Georgia,Walton,Low-Income Community,2011-2015
13299950400,Georgia,Ware,Low-Income Community,2011-2015
13299950500,Georgia,Ware,Low-Income Community,2011-2015
13299950700,Georgia,Ware,Low-Income Community,2011-2015
13299950800,Georgia,Ware,Low-Income Community,2011-2015
13299950900,Georgia,Ware,Low-Income Community,2011-2015
13301970400,Georgia,Warren,Low-Income Community,2011-2015
13303950400,Georgia,Washington,Low-Income Community,2011-2015
13303950700,Georgia,Washington,Low-Income Community,2011-2015
13305970500,Georgia,Wayne,Low-Income Community,2011-2015
66010950300,Guam,Guam,Non-LIC Contiguous,2011-2015
66010950401,Guam,Guam,Low-Income Community,2011-2015
66010950402,Guam,Guam,Low-Income Community,2011-2015
66010950501,Guam,Guam,Low-Income Community,2011-2015
66010950502,Guam,Guam,Low-Income Community,2011-2015
66010950900,Guam,Guam,Non-LIC Contiguous,2011-2015
66010951000,Guam,Guam,Low-Income Community,2011-2015
66010951600,Guam,Guam,Low-Income Community,2011-2015
66010951800,Guam,Guam,Low-Income Community,2011-2015
66010951901,Guam,Guam,Low-Income Community,2011-2015
66010951902,Guam,Guam,Low-Income Community,2011-2015
66010952400,Guam,Guam,Low-Income Community,2011-2015
66010952800,Guam,Guam,Low-Income Community,2011-2015
66010952900,Guam,Guam,Low-Income Community,2011-2015
66010953000,Guam,Guam,Low-Income Community,2011-2015
66010953300,Guam,Guam,Low-Income Community,2011-2015
66010953400,Guam,Guam,Low-Income Community,2011-2015
66010953900,Guam,Guam,Low-Income Community,2011-2015
66010954400,Guam,Guam,Low-Income Community,2011-2015
66010954800,Guam,Guam,Low-Income Community,2011-2015
66010955300,Guam,Guam,Low-Income Community,2011-2015
66010955400,Guam,Guam,Low-Income Community,2011-2015
66010955600,Guam,Guam,Low-Income Community,2011-2015
66010955700,Guam,Guam,Low-Income Community,2011-2015
66010956000,Guam,Guam,Low-Income Community,2011-2015
15001020300,Hawaii,Hawaii,Low-Income Community,2011-2015
15001020400,Hawaii,Hawaii,Low-Income Community,2011-2015
15001020500,Hawaii,Hawaii,Low-Income Community,2011-2015
15001020600,Hawaii,Hawaii,Low-Income Community,2011-2015
15001021504,Hawaii,Hawaii,Low-Income Community,2011-2015
15001021601,Hawaii,Hawaii,Non-LIC Contiguous,2011-2015
15003005200,Hawaii,Honolulu,Low-Income Community,2011-2015
15003005300,Hawaii,Honolulu,Low-Income Community,2011-2015
15003005500,Hawaii,Honolulu,Low-Income Community,2011-2015
15003005700,Hawaii,Honolulu,Low-Income Community,2011-2015
15003005800,Hawaii,Honolulu,Low-Income Community,2011-2015
15003005900,Hawaii,Honolulu,Low-Income Community,2011-2015
15003007504,Hawaii,Honolulu,Low-Income Community,2011-2015
15003008001,Hawaii,Honolulu,Low-Income Community,2011-2015
15003008003,Hawaii,Honolulu,Low-Income Community,2011-2015
15003008502,Hawaii,Honolulu,Low-Income Community,2011-2015
15003008702,Hawaii,Honolulu,Low-Income Community,2011-2015
15003008703,Hawaii,Honolulu,Low-Income Community,2011-2015
15003008914,Hawaii,Honolulu,Low-Income Community,2011-2015
15007040104,Hawaii,Kauai,Low-Income Community,2011-2015
15007040604,Hawaii,Kauai,Low-Income Community,2011-2015
15009030404,Hawaii,Maui,Low-Income Community,2011-2015
15009030901,Hawaii,Maui,Low-Income Community,2011-2015
15009031700,Hawaii,Maui,Low-Income Community,2011-2015
15009031900,Hawaii,Maui,Non-LIC Contiguous,2011-2015
16001002000,Idaho,Ada,Low-Income Community,2011-2015
16001010321,Idaho,Ada,Low-Income Community,2011-2015
16003950100,Idaho,Adams,Non-LIC Contiguous,2011-2015
16005001601,Idaho,Bannock,Low-Income Community,2011-2015
16009950100,Idaho,Benewah,Low-Income Community,2011-2015
16017950300,Idaho,Bonner,Low-Income Community,2011-2015
16021970200,Idaho,Boundary,Low-Income Community,2011-2015
16027020200,Idaho,Canyon,Low-Income Community,2011-2015
16027022100,Idaho,Canyon,Low-Income Community,2011-2015
16027022200,Idaho,Canyon,Low-Income Community,2011-2015
16035940000,Idaho,Clearwater,Non-LIC Contiguous,2011-2015
16035970100,Idaho,Clearwater,Low-Income Community,2011-2015
16039960300,Idaho,Elmore,Low-Income Community,2011-2015
16047960100,Idaho,Gooding,Low-Income Community,2011-2015
16049940000,Idaho,Idaho,Low-Income Community,2011-2015
16049960400,Idaho,Idaho,Low-Income Community,2011-2015
16053970400,Idaho,Jerome,Low-Income Community,2011-2015
16055000602,Idaho,Kootenai,Low-Income Community,2011-2015
16057005100,Idaho,Latah,Low-Income Community,2011-2015
16057005400,Idaho,Latah,Low-Income Community,2011-2015
16061940001,Idaho,Lewis,Low-Income Community,2011-2015
16067970500,Idaho,Minidoka,Low-Income Community,2011-2015
16069960300,Idaho,Nez Perce,Low-Income Community,2011-2015
16075960200,Idaho,Payette,Low-Income Community,2011-2015
16079960300,Idaho,Shoshone,Low-Income Community,2011-2015
16083000400,Idaho,Twin Falls,Low-Income Community,2011-2015
16083001100,Idaho,Twin Falls,Low-Income Community,2011-2015
16085970300,Idaho,Valley,Low-Income Community,2011-2015
17001000800,Illinois,Adams,Low-Income Community,2011-2015
17003957900,Illinois,Alexander,Low-Income Community,2011-2015
17005951300,Illinois,Bond,Low-Income Community,2011-2015
17007010100,Illinois,Boone,Low-Income Community,2011-2015
17011965600,Illinois,Bureau,Low-Income Community,2011-2015
17015960300,Illinois,Carroll,Low-Income Community,2011-2015
17017960500,Illinois,Cass,Low-Income Community,2011-2015
17019000301,Illinois,Champaign,Low-Income Community,2011-2015
17019000401,Illinois,Champaign,Low-Income Community,2011-2015
17019000402,Illinois,Champaign,Low-Income Community,2011-2015
17019000901,Illinois,Champaign,Low-Income Community,2011-2015
17019005300,Illinois,Champaign,Low-Income Community,2011-2015
17019005900,Illinois,Champaign,Low-Income Community,2011-2015
17021958900,Illinois,Christian,Low-Income Community,2011-2015
17023060200,Illinois,Clark,Low-Income Community,2011-2015
17025972100,Illinois,Clay,Low-Income Community,2011-2015
17027900401,Illinois,Clinton,Low-Income Community,2011-2015
17029000500,Illinois,Coles,Low-Income Community,2011-2015
